"Plot Title: 10365185"
"#","Date Time, GMT+06:00","Temp, °F (LGR S/N: 10365185, SEN S/N: 10344962, LBL: Temperature)","RH, % (LGR S/N: 10365185, SEN S/N: 10344962, LBL: Relative Humidity)","Water Content, m³/m³ (LGR S/N: 10365185, SEN S/N: 10346473, LBL: Water Content)","PAR, uE (LGR S/N: 10365185, SEN S/N: 10349856, LBL: PhotosyntheticActive Radiation)","Rain, in (LGR S/N: 10365185, SEN S/N: 10364391, LBL: Rainfall)","Wind Direction, ø (LGR S/N: 10365185, SEN S/N: 10566448, LBL: Wind Direction)","Wind Speed, mph (LGR S/N: 10365185, SEN S/N: 10587103, LBL: Wind Speed)","Gust Speed, mph (LGR S/N: 10365185, SEN S/N: 10587103, LBL: Gust Speed)","Batt, V (LGR S/N: 10365185)"
11130,02/09/15 07:33:09 PM,54.561,78.200,0.0328,1.2,0.000,28.1,0.56,1.70,4.339
11131,02/09/15 07:43:09 PM,53.865,79.600,0.0328,1.2,0.000,26.7,0.56,2.26,4.339
11132,02/09/15 07:53:09 PM,53.994,79.600,0.0328,1.2,0.000,26.7,0.00,1.70,4.333
11133,02/09/15 08:03:09 PM,53.733,80.800,0.0328,1.2,0.000,26.7,0.00,1.12,4.333
11134,02/09/15 08:13:09 PM,53.865,81.100,0.0328,1.2,0.000,26.7,0.00,1.70,4.333
11135,02/09/15 08:23:09 PM,54.037,81.600,0.0328,1.2,0.000,26.7,0.00,0.56,4.333
11136,02/09/15 08:33:09 PM,54.777,80.900,0.0332,1.2,0.000,26.7,0.00,1.12,4.333
11137,02/09/15 08:43:09 PM,54.255,82.400,0.0328,1.2,0.000,26.7,1.70,3.38,4.333
11138,02/09/15 08:53:09 PM,55.213,80.700,0.0332,1.2,0.000,25.3,1.70,4.50,4.333
11139,02/09/15 09:03:09 PM,55.733,79.700,0.0332,1.2,0.000,25.3,0.00,2.26,4.333
11140,02/09/15 09:13:09 PM,54.995,81.300,0.0332,1.2,0.000,25.3,0.00,0.00,4.339
11141,02/09/15 09:23:09 PM,54.865,81.700,0.0332,1.2,0.000,25.3,0.00,0.00,4.333
11142,02/09/15 09:33:09 PM,54.648,82.300,0.0328,1.2,0.000,25.3,0.00,0.56,4.333
11143,02/09/15 09:43:09 PM,54.820,82.300,0.0332,1.2,0.000,25.3,0.00,0.56,4.333
11144,02/09/15 09:53:09 PM,54.734,81.600,0.0332,1.2,0.000,25.3,0.00,1.12,4.333
11145,02/09/15 10:03:09 PM,54.255,82.600,0.0328,1.2,0.000,25.3,0.00,0.56,4.327
11146,02/09/15 10:13:09 PM,54.082,83.300,0.0328,1.2,0.000,25.3,0.00,0.00,4.327
11147,02/09/15 10:23:09 PM,53.602,84.300,0.0328,1.2,0.000,25.3,0.00,2.26,4.327
11148,02/09/15 10:33:09 PM,54.169,83.600,0.0328,1.2,0.000,25.3,0.56,1.70,4.327
11149,02/09/15 10:43:09 PM,53.166,85.000,0.0328,1.2,0.000,25.3,0.56,2.26,4.327
11150,02/09/15 10:53:09 PM,52.992,85.100,0.0328,1.2,0.000,25.3,1.12,2.26,4.327
11151,02/09/15 11:03:09 PM,52.686,86.200,0.0328,1.2,0.000,23.9,1.12,2.26,4.327
11152,02/09/15 11:13:09 PM,52.378,87.000,0.0319,1.2,0.000,23.9,0.00,1.70,4.327
11153,02/09/15 11:23:09 PM,52.686,87.200,0.0319,1.2,0.000,23.9,0.56,2.26,4.327
11154,02/09/15 11:33:09 PM,52.772,86.600,0.0328,1.2,0.000,23.9,1.12,2.26,4.327
11155,02/09/15 11:43:09 PM,52.641,86.500,0.0319,1.2,0.000,23.9,0.56,2.26,4.327
11156,02/09/15 11:53:09 PM,52.641,86.600,0.0328,1.2,0.000,23.9,0.56,1.70,4.345
11157,02/10/15 12:03:09 AM,52.597,86.200,0.0319,1.2,0.000,23.9,0.56,1.70,4.321
11158,02/10/15 12:13:09 AM,52.466,86.400,0.0319,1.2,0.000,23.9,0.56,2.26,4.321
11159,02/10/15 12:23:09 AM,52.246,86.800,0.0328,1.2,0.000,23.9,0.56,1.70,4.321
11160,02/10/15 12:33:09 AM,52.378,87.300,0.0319,1.2,0.000,23.9,0.00,1.70,4.321
11161,02/10/15 12:43:09 AM,52.291,88.100,0.0328,1.2,0.000,23.9,0.00,1.12,4.321
11162,02/10/15 12:53:09 AM,51.325,89.300,0.0328,1.2,0.000,23.9,0.00,2.26,4.321
11163,02/10/15 01:03:09 AM,51.589,89.700,0.0319,1.2,0.000,23.9,0.00,1.70,4.321
11164,02/10/15 01:13:09 AM,51.501,89.900,0.0319,1.2,0.000,23.9,0.56,1.70,4.339
11165,02/10/15 01:23:09 AM,51.370,90.600,0.0328,1.2,0.000,23.9,0.56,1.70,4.321
11166,02/10/15 01:33:09 AM,51.193,90.600,0.0319,1.2,0.000,23.9,0.56,2.26,4.321
11167,02/10/15 01:43:09 AM,51.764,89.800,0.0328,1.2,0.000,23.9,0.56,1.70,4.321
11168,02/10/15 01:53:09 AM,51.589,90.100,0.0328,1.2,0.000,23.9,0.00,1.70,4.321
11169,02/10/15 02:03:09 AM,51.633,90.300,0.0319,1.2,0.000,23.9,1.12,2.26,4.321
11170,02/10/15 02:13:09 AM,51.809,90.000,0.0319,1.2,0.000,22.5,0.56,2.26,4.321
11171,02/10/15 02:23:09 AM,51.501,90.300,0.0328,1.2,0.000,23.9,0.00,0.56,4.321
11172,02/10/15 02:33:09 AM,51.237,90.200,0.0319,1.2,0.000,23.9,0.00,1.70,4.321
11173,02/10/15 02:43:09 AM,50.886,90.800,0.0328,1.2,0.000,23.9,0.00,1.70,4.321
11174,02/10/15 02:53:09 AM,51.017,90.000,0.0328,1.2,0.000,23.9,0.00,1.12,4.321
11175,02/10/15 03:03:09 AM,50.709,90.500,0.0319,1.2,0.000,23.9,0.56,1.70,4.321
11176,02/10/15 03:13:09 AM,50.709,90.500,0.0328,1.2,0.000,23.9,0.56,1.70,4.321
11177,02/10/15 03:23:09 AM,50.311,90.700,0.0328,1.2,0.000,23.9,0.00,1.12,4.321
11178,02/10/15 03:33:09 AM,50.488,90.700,0.0319,1.2,0.000,23.9,0.56,2.26,4.321
11179,02/10/15 03:43:09 AM,50.180,91.100,0.0328,1.2,0.000,23.9,0.56,2.26,4.321
11180,02/10/15 03:53:09 AM,50.576,91.200,0.0328,1.2,0.000,23.9,0.00,1.12,4.321
11181,02/10/15 04:03:09 AM,51.282,90.000,0.0328,1.2,0.000,23.9,0.00,1.12,4.321
11182,02/10/15 04:13:09 AM,50.664,90.800,0.0328,1.2,0.000,23.9,0.00,1.12,4.321
11183,02/10/15 04:23:09 AM,50.709,91.000,0.0328,1.2,0.000,23.9,0.00,0.56,4.321
11184,02/10/15 04:33:09 AM,50.929,91.100,0.0328,1.2,0.000,23.9,0.00,0.56,4.321
11185,02/10/15 04:43:09 AM,51.501,90.400,0.0328,1.2,0.000,23.9,0.00,0.56,4.321
11186,02/10/15 04:53:09 AM,51.633,90.100,0.0332,1.2,0.000,23.9,0.00,0.00,4.321
11187,02/10/15 05:03:09 AM,51.544,90.100,0.0328,1.2,0.000,23.9,0.00,0.00,4.321
11188,02/10/15 05:13:09 AM,51.370,90.500,0.0328,1.2,0.000,23.9,0.00,0.00,4.321
11189,02/10/15 05:23:09 AM,51.282,90.500,0.0332,1.2,0.000,23.9,0.00,0.00,4.321
11190,02/10/15 05:33:09 AM,51.237,90.700,0.0328,1.2,0.000,23.9,0.00,0.00,4.321
11191,02/10/15 05:43:09 AM,51.105,90.600,0.0328,1.2,0.000,23.9,0.00,0.00,4.321
11192,02/10/15 05:53:09 AM,51.017,91.200,0.0332,1.2,0.000,23.9,0.00,0.00,4.321
11193,02/10/15 06:03:09 AM,51.105,91.100,0.0328,1.2,0.000,23.9,0.00,0.00,4.321
11194,02/10/15 06:13:09 AM,51.105,91.000,0.0328,1.2,0.000,23.9,0.00,0.00,4.321
11195,02/10/15 06:23:09 AM,51.105,91.100,0.0332,1.2,0.000,23.9,0.00,0.00,4.345
11196,02/10/15 06:33:09 AM,51.237,91.000,0.0328,1.2,0.000,23.9,0.00,0.00,4.321
11197,02/10/15 06:43:09 AM,51.544,90.800,0.0332,3.7,0.000,23.9,0.00,0.00,4.315
11198,02/10/15 06:53:09 AM,51.105,91.300,0.0332,11.2,0.000,23.9,0.00,0.00,4.315
11199,02/10/15 07:03:09 AM,51.105,91.300,0.0328,18.7,0.000,23.9,0.00,0.00,4.315
11200,02/10/15 07:13:09 AM,51.458,90.900,0.0332,26.2,0.000,23.9,0.00,0.00,4.315
11201,02/10/15 07:23:09 AM,51.633,90.700,0.0332,38.7,0.000,23.9,0.00,0.00,4.315
11202,02/10/15 07:33:09 AM,51.809,90.700,0.0332,61.2,0.000,23.9,0.00,0.00,4.315
11203,02/10/15 07:43:09 AM,52.115,90.700,0.0341,83.7,0.000,23.9,0.00,0.00,4.315
11204,02/10/15 07:53:09 AM,52.466,90.300,0.0332,98.7,0.000,23.9,0.00,0.00,4.315
11205,02/10/15 08:03:09 AM,52.641,88.800,0.0341,141.2,0.000,23.9,0.00,0.00,4.321
11206,02/10/15 08:13:09 AM,52.029,91.400,0.0341,206.2,0.000,23.9,0.00,0.00,4.333
11207,02/10/15 08:23:09 AM,53.078,89.500,0.0341,253.7,0.000,23.9,0.00,0.00,4.345
11208,02/10/15 08:33:09 AM,52.772,89.700,0.0350,286.2,0.000,23.9,0.00,0.00,4.369
11209,02/10/15 08:43:09 AM,52.729,88.900,0.0341,278.7,0.000,23.9,0.00,1.12,4.363
11210,02/10/15 08:53:09 AM,52.947,87.800,0.0341,296.2,0.000,23.9,0.00,0.00,4.351
11211,02/10/15 09:03:09 AM,53.035,88.000,0.0341,283.7,0.000,23.9,0.00,0.56,4.375
11212,02/10/15 09:13:09 AM,53.035,90.000,0.0341,338.7,0.000,23.9,0.00,0.56,4.363
11213,02/10/15 09:23:09 AM,54.430,87.100,0.0354,463.7,0.000,23.9,0.00,0.00,4.351
11214,02/10/15 09:33:09 AM,55.125,86.300,0.0354,503.7,0.000,23.9,0.00,0.56,4.363
11215,02/10/15 09:43:09 AM,55.125,84.900,0.0354,526.2,0.000,23.9,0.00,2.26,4.351
11216,02/10/15 09:53:09 AM,55.863,83.300,0.0354,561.2,0.000,23.9,0.00,2.26,4.363
11217,02/10/15 10:03:09 AM,56.165,83.000,0.0354,573.7,0.000,23.9,0.00,2.82,4.357
11218,02/10/15 10:13:09 AM,57.807,80.900,0.0363,826.2,0.000,169.9,0.00,2.26,4.393
11219,02/10/15 10:23:09 AM,58.842,78.200,0.0371,933.7,0.000,186.7,0.00,3.38,4.363
11220,02/10/15 10:33:09 AM,58.368,78.600,0.0384,1006.2,0.000,182.5,0.56,2.82,4.351
11221,02/10/15 10:43:09 AM,59.959,77.200,0.0401,1046.2,0.000,188.1,0.00,3.38,4.363
11222,02/10/15 10:53:09 AM,58.842,75.700,0.0401,1058.7,0.000,171.3,0.56,3.94,4.357
11223,02/10/15 11:03:09 AM,61.633,73.400,0.0405,1173.7,0.000,214.8,1.12,3.94,4.351
11224,02/10/15 11:13:09 AM,61.547,70.600,0.0401,1241.2,0.000,179.7,0.00,2.82,4.363
11225,02/10/15 11:23:09 AM,61.720,70.200,0.0413,1176.2,0.000,178.3,0.56,3.94,4.351
11226,02/10/15 11:33:09 AM,60.647,70.300,0.0413,1288.7,0.000,178.3,1.12,5.08,4.400
11227,02/10/15 11:43:09 AM,61.376,70.000,0.0413,1263.7,0.000,190.9,1.12,4.50,4.363
11228,02/10/15 11:53:09 AM,63.133,66.300,0.0413,1321.2,0.000,153.0,1.70,6.20,4.351
11229,02/10/15 12:03:09 PM,61.761,68.300,0.0405,1273.7,0.000,342.6,2.26,9.57,4.345
11230,02/10/15 12:13:09 PM,62.962,67.800,0.0405,611.2,0.000,207.8,1.70,6.76,4.369
11231,02/10/15 12:23:09 PM,63.176,66.400,0.0405,1246.2,0.000,91.3,1.12,4.50,4.357
11232,02/10/15 12:33:09 PM,62.577,67.300,0.0405,1311.2,0.000,51.9,2.26,8.46,4.351
11233,02/10/15 12:43:09 PM,61.633,69.000,0.0392,1321.2,0.000,112.3,2.26,7.31,4.363
11234,02/10/15 12:53:09 PM,61.761,68.900,0.0401,1326.2,0.000,8.4,2.82,8.46,4.351
11235,02/10/15 01:03:09 PM,62.233,67.900,0.0392,1153.7,0.000,2.8,2.26,7.90,4.375
11236,02/10/15 01:13:09 PM,62.704,68.200,0.0401,1146.2,0.000,14.0,2.26,9.01,4.363
11237,02/10/15 01:23:09 PM,63.219,65.800,0.0405,1178.7,0.000,5.6,1.70,6.20,4.351
11238,02/10/15 01:33:09 PM,62.748,67.200,0.0401,1168.7,0.000,279.4,1.70,7.90,4.375
11239,02/10/15 01:43:09 PM,63.176,67.000,0.0401,1088.7,0.000,81.4,2.26,6.76,4.363
11240,02/10/15 01:53:09 PM,62.533,67.100,0.0392,641.2,0.000,51.9,2.82,9.01,4.351
11241,02/10/15 02:03:09 PM,61.934,67.900,0.0392,441.2,0.000,346.8,2.82,9.57,4.357
11242,02/10/15 02:13:09 PM,60.948,70.700,0.0375,528.7,0.000,355.2,1.70,9.57,4.351
11243,02/10/15 02:23:09 PM,62.276,68.700,0.0384,1006.2,0.000,353.8,1.70,7.31,4.393
11244,02/10/15 02:33:09 PM,62.362,68.900,0.0401,1036.2,0.000,16.8,3.38,9.01,4.357
11245,02/10/15 02:43:09 PM,63.518,68.400,0.0384,753.7,0.000,8.4,1.12,7.90,4.351
11246,02/10/15 02:53:09 PM,61.848,70.800,0.0392,773.7,0.000,262.5,2.82,9.57,4.363
11247,02/10/15 03:03:09 PM,61.720,71.800,0.0384,766.2,0.000,11.2,2.82,8.46,4.351
11248,02/10/15 03:13:09 PM,60.861,74.000,0.0384,373.7,0.000,42.1,2.26,7.31,4.351
11249,02/10/15 03:23:09 PM,61.075,75.100,0.0384,596.2,0.000,328.5,1.12,5.08,4.363
11250,02/10/15 03:33:09 PM,60.217,76.700,0.0375,451.2,0.000,355.2,1.70,7.90,4.351
11251,02/10/15 03:43:09 PM,60.132,77.000,0.0375,358.7,0.000,314.5,1.12,5.08,4.351
11252,02/10/15 03:53:09 PM,59.056,79.100,0.0354,311.2,0.000,2.8,1.70,7.31,4.351
11253,02/10/15 04:03:09 PM,60.046,78.300,0.0371,376.2,0.000,348.2,1.70,9.57,4.363
11254,02/10/15 04:13:09 PM,59.358,78.800,0.0354,253.7,0.000,23.9,1.12,6.20,4.357
11255,02/10/15 04:23:09 PM,59.099,79.600,0.0363,246.2,0.000,32.3,1.12,6.20,4.351
11256,02/10/15 04:33:09 PM,58.582,80.100,0.0354,166.2,0.000,44.9,1.12,7.31,4.357
11257,02/10/15 04:43:09 PM,58.109,80.600,0.0354,121.2,0.000,19.7,1.12,6.20,4.351
11258,02/10/15 04:53:09 PM,57.979,80.900,0.0350,88.7,0.000,345.4,1.12,4.50,4.351
11259,02/10/15 05:03:09 PM,57.679,81.400,0.0354,83.7,0.000,348.2,1.12,3.94,4.351
11260,02/10/15 05:13:09 PM,57.290,81.900,0.0341,53.7,0.000,344.0,0.56,7.90,4.363
11261,02/10/15 05:23:09 PM,56.944,82.600,0.0341,31.2,0.000,355.2,1.12,5.08,4.345
11262,02/10/15 05:33:09 PM,56.728,82.900,0.0341,16.2,0.000,344.0,0.56,5.08,4.339
11263,02/10/15 05:43:09 PM,56.556,83.200,0.0341,3.7,0.000,353.8,0.56,4.50,4.339
11264,02/10/15 05:53:09 PM,56.426,83.100,0.0341,1.2,0.000,355.2,0.56,5.08,4.339
11265,02/10/15 06:03:09 PM,56.295,83.600,0.0341,1.2,0.000,4.2,1.12,5.08,4.339
11266,02/10/15 06:13:09 PM,56.165,83.700,0.0341,1.2,0.000,349.6,1.12,6.20,4.339
11267,02/10/15 06:23:09 PM,56.165,83.500,0.0341,1.2,0.000,0.0,0.56,5.64,4.339
11268,02/10/15 06:33:09 PM,56.122,83.500,0.0332,1.2,0.000,4.2,1.12,6.76,4.339
11269,02/10/15 06:43:09 PM,55.949,83.900,0.0332,1.2,0.000,283.6,0.56,4.50,4.339
11270,02/10/15 06:53:09 PM,55.863,83.900,0.0341,1.2,0.000,336.9,0.56,7.31,4.339
11271,02/10/15 07:03:09 PM,55.733,83.600,0.0332,1.2,0.000,1.4,0.56,3.94,4.339
11272,02/10/15 07:13:09 PM,55.515,83.600,0.0332,1.2,0.000,25.3,1.70,7.31,4.339
11273,02/10/15 07:23:09 PM,55.299,84.500,0.0332,1.2,0.000,130.6,0.56,3.94,4.339
11274,02/10/15 07:33:09 PM,54.734,85.000,0.0332,1.2,0.000,40.7,0.56,2.82,4.333
11275,02/10/15 07:43:09 PM,54.473,86.000,0.0332,1.2,0.000,19.7,0.56,2.82,4.333
11276,02/10/15 07:53:09 PM,53.602,87.000,0.0328,1.2,0.000,23.9,0.00,1.70,4.333
11277,02/10/15 08:03:09 PM,53.298,87.700,0.0328,1.2,0.000,22.5,0.00,1.12,4.333
11278,02/10/15 08:13:09 PM,53.427,87.800,0.0328,1.2,0.000,7.0,0.56,2.82,4.333
11279,02/10/15 08:23:09 PM,53.166,88.000,0.0328,1.2,0.000,22.5,1.70,3.94,4.333
11280,02/10/15 08:33:09 PM,53.472,87.400,0.0328,1.2,0.000,19.7,1.12,4.50,4.333
11281,02/10/15 08:43:09 PM,53.865,87.500,0.0328,1.2,0.000,18.3,1.70,3.94,4.333
11282,02/10/15 08:53:09 PM,53.384,87.800,0.0328,1.2,0.000,351.0,0.00,2.26,4.333
11283,02/10/15 09:03:09 PM,53.515,87.000,0.0328,1.2,0.000,324.3,0.00,1.70,4.333
11284,02/10/15 09:13:09 PM,52.817,88.200,0.0328,1.2,0.000,324.3,0.00,1.12,4.333
11285,02/10/15 09:23:09 PM,52.466,88.800,0.0328,1.2,0.000,324.3,0.00,1.70,4.333
11286,02/10/15 09:33:09 PM,52.860,88.400,0.0328,1.2,0.000,324.3,0.00,1.12,4.333
11287,02/10/15 09:43:09 PM,52.686,88.500,0.0328,1.2,0.000,324.3,0.00,1.12,4.333
11288,02/10/15 09:53:09 PM,52.554,88.700,0.0328,1.2,0.000,324.3,0.00,1.70,4.333
11289,02/10/15 10:03:09 PM,52.992,88.200,0.0328,1.2,0.000,324.3,0.00,1.70,4.333
11290,02/10/15 10:13:09 PM,53.035,88.400,0.0328,1.2,0.000,324.3,0.00,1.70,4.327
11291,02/10/15 10:23:09 PM,53.035,88.800,0.0328,1.2,0.000,324.3,0.00,1.70,4.327
11292,02/10/15 10:33:09 PM,52.903,88.900,0.0328,1.2,0.000,324.3,0.00,1.12,4.327
11293,02/10/15 10:43:09 PM,52.947,88.800,0.0328,1.2,0.000,324.3,0.56,2.26,4.327
11294,02/10/15 10:53:09 PM,52.246,89.000,0.0328,1.2,0.000,324.3,0.00,1.70,4.327
11295,02/10/15 11:03:09 PM,52.423,88.500,0.0328,1.2,0.000,324.3,0.00,1.70,4.327
11296,02/10/15 11:13:09 PM,52.335,88.300,0.0328,1.2,0.000,324.3,0.00,1.70,4.327
11297,02/10/15 11:23:09 PM,51.895,89.100,0.0328,1.2,0.000,324.3,0.00,1.12,4.327
11298,02/10/15 11:33:09 PM,52.160,89.200,0.0328,1.2,0.000,324.3,0.56,2.26,4.327
11299,02/10/15 11:43:09 PM,51.589,90.300,0.0328,1.2,0.000,324.3,0.00,1.70,4.321
11300,02/10/15 11:53:09 PM,51.721,90.600,0.0328,1.2,0.000,324.3,0.00,1.12,4.321
11301,02/11/15 12:03:09 AM,51.852,90.200,0.0328,1.2,0.000,324.3,0.56,2.26,4.321
11302,02/11/15 12:13:09 AM,51.458,90.300,0.0328,1.2,0.000,324.3,0.56,1.70,4.321
11303,02/11/15 12:23:09 AM,51.193,91.300,0.0319,1.2,0.000,324.3,0.00,1.12,4.321
11304,02/11/15 12:33:09 AM,51.237,91.200,0.0328,1.2,0.000,327.1,0.00,1.70,4.321
11305,02/11/15 12:43:09 AM,51.237,90.800,0.0328,1.2,0.000,327.1,0.56,1.70,4.321
11306,02/11/15 12:53:09 AM,51.544,89.800,0.0328,1.2,0.000,325.7,1.12,2.26,4.321
11307,02/11/15 01:03:09 AM,51.501,89.000,0.0328,1.2,0.000,325.7,1.12,2.26,4.321
11308,02/11/15 01:13:09 AM,51.633,88.700,0.0328,1.2,0.000,325.7,1.12,2.26,4.321
11309,02/11/15 01:23:09 AM,51.544,88.600,0.0328,1.2,0.000,324.3,1.12,2.26,4.321
11310,02/11/15 01:33:09 AM,51.458,88.400,0.0328,1.2,0.000,324.3,1.12,2.82,4.321
11311,02/11/15 01:43:09 AM,51.062,89.200,0.0328,1.2,0.000,324.3,0.00,1.70,4.321
11312,02/11/15 01:53:09 AM,51.237,89.300,0.0319,1.2,0.000,324.3,0.00,1.70,4.321
11313,02/11/15 02:03:09 AM,51.325,89.600,0.0328,1.2,0.000,324.3,0.00,0.56,4.321
11314,02/11/15 02:13:09 AM,51.062,89.700,0.0332,1.2,0.000,324.3,0.00,1.70,4.321
11315,02/11/15 02:23:09 AM,50.445,90.800,0.0328,1.2,0.000,324.3,0.00,1.70,4.321
11316,02/11/15 02:33:09 AM,50.445,90.700,0.0319,1.2,0.000,324.3,0.56,2.26,4.321
11317,02/11/15 02:43:09 AM,51.105,89.900,0.0332,1.2,0.000,324.3,0.56,1.70,4.321
11318,02/11/15 02:53:09 AM,50.974,89.400,0.0328,1.2,0.000,324.3,0.00,1.12,4.321
11319,02/11/15 03:03:09 AM,50.356,90.900,0.0328,1.2,0.000,324.3,0.00,1.12,4.321
11320,02/11/15 03:13:09 AM,50.311,90.600,0.0328,1.2,0.000,324.3,0.56,2.26,4.321
11321,02/11/15 03:23:09 AM,50.797,90.000,0.0332,1.2,0.000,324.3,0.56,2.26,4.321
11322,02/11/15 03:33:09 AM,50.488,90.400,0.0332,1.2,0.000,324.3,0.56,1.70,4.321
11323,02/11/15 03:43:09 AM,50.223,89.900,0.0332,1.2,0.000,324.3,0.00,1.70,4.321
11324,02/11/15 03:53:09 AM,50.752,89.100,0.0328,1.2,0.000,324.3,0.56,1.70,4.321
11325,02/11/15 04:03:09 AM,50.886,88.000,0.0332,1.2,0.000,324.3,0.00,1.70,4.321
11326,02/11/15 04:13:09 AM,50.356,89.200,0.0332,1.2,0.000,324.3,0.00,1.70,4.321
11327,02/11/15 04:23:09 AM,50.356,89.900,0.0328,1.2,0.000,324.3,0.00,1.12,4.321
11328,02/11/15 04:33:09 AM,50.445,90.100,0.0328,1.2,0.000,324.3,0.00,1.70,4.321
11329,02/11/15 04:43:09 AM,50.356,91.200,0.0328,1.2,0.000,324.3,0.00,1.70,4.321
11330,02/11/15 04:53:09 AM,50.621,90.900,0.0319,1.2,0.000,324.3,0.00,1.70,4.321
11331,02/11/15 05:03:09 AM,50.974,90.700,0.0328,1.2,0.000,324.3,0.00,1.70,4.321
11332,02/11/15 05:13:09 AM,50.576,91.200,0.0332,1.2,0.000,324.3,0.00,0.00,4.321
11333,02/11/15 05:23:09 AM,50.047,91.700,0.0332,1.2,0.000,324.3,0.00,0.56,4.321
11334,02/11/15 05:33:09 AM,49.914,91.700,0.0332,1.2,0.000,324.3,0.00,1.12,4.321
11335,02/11/15 05:43:09 AM,49.914,92.000,0.0328,1.2,0.000,324.3,0.00,1.12,4.321
11336,02/11/15 05:53:09 AM,49.649,91.500,0.0328,1.2,0.000,324.3,0.00,0.00,4.321
11337,02/11/15 06:03:09 AM,49.561,91.400,0.0328,1.2,0.000,324.3,0.00,2.26,4.321
11338,02/11/15 06:13:09 AM,49.516,91.500,0.0328,1.2,0.000,324.3,0.56,1.70,4.321
11339,02/11/15 06:23:09 AM,49.782,90.900,0.0328,1.2,0.000,324.3,0.00,1.70,4.321
11340,02/11/15 06:33:09 AM,49.073,91.700,0.0319,1.2,0.000,324.3,0.56,2.26,4.321
11341,02/11/15 06:43:09 AM,49.116,92.200,0.0328,8.7,0.000,324.3,0.00,1.12,4.321
11342,02/11/15 06:53:09 AM,49.870,92.500,0.0328,23.7,0.000,324.3,0.00,1.12,4.345
11343,02/11/15 07:03:09 AM,50.092,91.700,0.0328,43.7,0.000,324.3,0.00,0.56,4.321
11344,02/11/15 07:13:09 AM,50.047,92.700,0.0332,68.7,0.000,324.3,0.00,0.56,4.315
11345,02/11/15 07:23:09 AM,50.002,92.800,0.0328,96.2,0.000,324.3,0.00,0.00,4.321
11346,02/11/15 07:33:09 AM,49.959,92.900,0.0332,123.7,0.000,324.3,0.00,0.56,4.321
11347,02/11/15 07:43:09 AM,50.709,93.000,0.0332,156.2,0.000,324.3,0.00,0.56,4.321
11348,02/11/15 07:53:09 AM,51.370,91.900,0.0332,186.2,0.000,324.3,0.00,0.00,4.333
11349,02/11/15 08:03:09 AM,51.589,91.200,0.0332,216.2,0.000,324.3,0.00,0.00,4.363
11350,02/11/15 08:13:09 AM,51.544,91.200,0.0341,251.2,0.000,324.3,0.00,0.00,4.363
11351,02/11/15 08:23:09 AM,51.895,90.400,0.0332,281.2,0.000,324.3,0.00,0.00,4.369
11352,02/11/15 08:33:09 AM,52.160,89.400,0.0332,308.7,0.000,324.3,0.00,1.12,4.357
11353,02/11/15 08:43:09 AM,52.378,89.500,0.0341,333.7,0.000,322.9,0.00,0.00,4.363
11354,02/11/15 08:53:09 AM,53.035,89.100,0.0341,358.7,0.000,322.9,0.00,0.00,4.363
11355,02/11/15 09:03:09 AM,53.865,87.800,0.0350,398.7,0.000,322.9,0.00,0.00,4.357
11356,02/11/15 09:13:09 AM,54.212,87.000,0.0350,453.7,0.000,322.9,0.00,0.56,4.369
11357,02/11/15 09:23:09 AM,55.386,84.500,0.0350,483.7,0.000,322.9,0.00,0.00,4.363
11358,02/11/15 09:33:09 AM,56.079,82.300,0.0354,551.2,0.000,324.3,0.00,0.00,4.381
11359,02/11/15 09:43:09 AM,55.906,83.300,0.0354,596.2,0.000,322.9,0.00,1.12,4.363
11360,02/11/15 09:53:09 AM,57.160,82.500,0.0350,528.7,0.000,322.9,0.00,1.70,4.351
11361,02/11/15 10:03:09 AM,57.893,79.400,0.0354,563.7,0.000,324.3,0.00,1.12,4.363
11362,02/11/15 10:13:09 AM,57.936,78.400,0.0354,858.7,0.000,324.3,0.00,1.12,4.351
11363,02/11/15 10:23:09 AM,58.195,76.900,0.0363,993.7,0.000,311.7,0.00,3.38,4.369
11364,02/11/15 10:33:09 AM,58.325,77.000,0.0375,993.7,0.000,200.8,0.56,2.82,4.357
11365,02/11/15 10:43:09 AM,59.659,76.900,0.0392,1048.7,0.000,202.2,0.56,4.50,4.351
11366,02/11/15 10:53:09 AM,60.003,75.000,0.0392,1123.7,0.000,202.2,0.56,3.38,4.363
11367,02/11/15 11:03:09 AM,63.048,69.900,0.0401,1148.7,0.000,112.3,0.56,3.38,4.357
11368,02/11/15 11:13:09 AM,61.376,70.600,0.0401,1161.2,0.000,150.2,0.56,5.64,4.345
11369,02/11/15 11:23:09 AM,61.419,72.200,0.0405,1228.7,0.000,202.2,1.12,5.08,4.363
11370,02/11/15 11:33:09 AM,63.689,69.200,0.0405,1233.7,0.000,139.0,1.12,5.64,4.351
11371,02/11/15 11:43:09 AM,61.934,70.800,0.0405,1068.7,0.000,181.1,1.12,5.08,4.345
11372,02/11/15 11:53:09 AM,61.590,69.100,0.0405,1268.7,0.000,103.9,2.82,10.69,4.363
11373,02/11/15 12:03:09 PM,61.633,68.900,0.0401,1178.7,0.000,351.0,2.82,8.46,4.357
11374,02/11/15 12:13:09 PM,60.948,70.900,0.0384,821.2,0.000,248.5,3.38,9.57,4.351
11375,02/11/15 12:23:09 PM,61.547,69.100,0.0401,1301.2,0.000,238.7,2.82,11.83,4.357
