Plot Title: 10364437,,,,,,,,,
#,"Date Time, GMT+06:00","Temp, °C (LGR S/N: 10364437, SEN S/N: 10344946, LBL: Temperature)","RH, % (LGR S/N: 10364437, SEN S/N: 10344946, LBL: Relative Humidity)","Water Content, m³/m³ (LGR S/N: 10364437, SEN S/N: 10346459, LBL: Water Content)","PAR, uE (LGR S/N: 10364437, SEN S/N: 10349860, LBL: Photosynthetic Active Radiatio)","Rain, in (LGR S/N: 10364437, SEN S/N: 10364398, LBL: Rain)","Wind Direction, ø (LGR S/N: 10364437, SEN S/N: 10566447, LBL: Wind Direction)","Wind Speed, mph (LGR S/N: 10364437, SEN S/N: 10587098, LBL: Wind Speed)","Gust Speed, mph (LGR S/N: 10364437, SEN S/N: 10587098, LBL: Wind Gust)"
16554,1/5/2016 13:13,13.112,44,0.3171,-888.9,0,349.6,0.56,5.64
16555,1/5/2016 13:23,12.582,44.1,0.3171,-888.9,0,1.4,1.12,6.2
16556,1/5/2016 13:33,13.642,41.5,0.3171,-888.9,0,329.9,0.56,5.08
16557,1/5/2016 13:43,13.088,43.1,0.3168,-888.9,0,9.8,1.12,5.64
16558,1/5/2016 13:53,12.992,43.6,0.3168,-888.9,0,11.2,1.12,7.31
16559,1/5/2016 14:03,13.738,42.1,0.3168,-888.9,0,19.7,0,2.82
16560,1/5/2016 14:13,13.377,42.9,0.3168,-888.9,0,355.2,0.56,7.9
16561,1/5/2016 14:23,13.786,41.2,0.3163,-888.9,0,21.1,0,2.82
16562,1/5/2016 14:33,12.944,41.7,0.3163,-888.9,0,321.5,0,3.38
16563,1/5/2016 14:43,13.425,40,0.3163,-888.9,0,245.7,0,2.26
16564,1/5/2016 14:53,11.589,43.8,0.316,-888.9,0,203.6,0.56,3.94
16565,1/5/2016 15:03,10.858,44.3,0.316,-888.9,0,202.2,0.56,3.38
16566,1/5/2016 15:13,11.248,42.5,0.3156,-888.9,0,169.9,0.56,4.5
16567,1/5/2016 15:23,11.492,41.9,0.3156,-888.9,0,182.5,1.7,9.01
16568,1/5/2016 15:33,10.663,44.7,0.3151,-888.9,0,296.2,1.7,7.9
16569,1/5/2016 15:43,9.558,48.3,0.3156,-888.9,0,2.8,0.56,6.2
16570,1/5/2016 15:53,9.238,50.1,0.3151,-888.9,0,193.7,0.56,4.5
16571,1/5/2016 16:03,8.965,51.7,0.3148,-888.9,0,210.6,0,2.82
16572,1/5/2016 16:13,8.767,52.9,0.3151,-888.9,0,254.1,1.12,7.9
16573,1/5/2016 16:23,8.17,54.7,0.3151,-888.9,0,224.6,0,3.94
16574,1/5/2016 16:33,7.67,56.9,0.3148,-888.9,0,206.4,0,1.12
16575,1/5/2016 16:43,7.091,60.8,0.3151,-888.9,0,223.2,0,1.7
16576,1/5/2016 16:53,6.737,62.3,0.3148,-888.9,0,223.2,0,1.12
16577,1/5/2016 17:03,5.796,66.3,0.3151,-888.9,0,175.5,0,2.82
16578,1/5/2016 17:13,5.924,66.3,0.3151,-888.9,0,154.4,0,1.7
16579,1/5/2016 17:23,4.818,70.4,0.3148,-888.9,0,161.5,0,2.82
16580,1/5/2016 17:33,4.636,71.9,0.3151,-888.9,0,167.1,0,2.82
16581,1/5/2016 17:43,4.168,73.4,0.3151,-888.9,0,172.7,0,1.7
16582,1/5/2016 17:53,4.089,74.9,0.3148,-888.9,0,168.5,0.56,2.82
16583,1/5/2016 18:03,4.168,77.1,0.3151,-888.9,0,171.3,0,2.26
16584,1/5/2016 18:13,4.402,76.1,0.3148,-888.9,0,158.6,0,0.56
16585,1/5/2016 18:23,3.801,78.4,0.3151,-888.9,0,158.6,0,1.12
16586,1/5/2016 18:33,3.221,80.2,0.3151,-888.9,0,160,0,1.7
16587,1/5/2016 18:43,3.485,80.9,0.3151,-888.9,0,165.7,0,2.26
16588,1/5/2016 18:53,3.67,80.9,0.3151,-888.9,0,176.9,0,1.7
16589,1/5/2016 19:03,3.591,80.8,0.3151,-888.9,0,160,0,2.26
16590,1/5/2016 19:13,2.93,84.3,0.3151,-888.9,0,164.3,0,2.26
16591,1/5/2016 19:23,3.433,83.9,0.3148,-888.9,0,167.1,0,2.26
16592,1/5/2016 19:33,4.141,82.2,0.3151,-888.9,0,161.5,0,1.12
16593,1/5/2016 19:43,4.688,80.2,0.3151,-888.9,0,160,0,0
16594,1/5/2016 19:53,4.61,81.2,0.3151,-888.9,0,160,0,0.56
16595,1/5/2016 20:03,4.688,81.8,0.3151,-888.9,0,160,0,0.56
16596,1/5/2016 20:13,4.921,81.2,0.3151,-888.9,0,160,0,0.56
16597,1/5/2016 20:23,4.869,81.4,0.3151,-888.9,0,158.6,0,1.12
16598,1/5/2016 20:33,4.921,81.7,0.3151,-888.9,0,157.2,0,1.12
16599,1/5/2016 20:43,4.688,83.1,0.3151,-888.9,0,155.8,0,0
16600,1/5/2016 20:53,5.024,80.6,0.3151,-888.9,0,155.8,0,0
16601,1/5/2016 21:03,4.714,82.7,0.3148,-888.9,0,155.8,0,0
16602,1/5/2016 21:13,4.558,83.8,0.3151,-888.9,0,155.8,0,0
16603,1/5/2016 21:23,4.532,84,0.3151,-888.9,0,155.8,0,0
16604,1/5/2016 21:33,4.662,83.3,0.3148,-888.9,0,155.8,0,0
16605,1/5/2016 21:43,4.714,82.4,0.3151,-888.9,0,155.8,0,0
16606,1/5/2016 21:53,4.792,79.3,0.3148,-888.9,0,155.8,0,0
16607,1/5/2016 22:03,4.714,80.8,0.3151,-888.9,0,155.8,0,0
16608,1/5/2016 22:13,4.636,82.8,0.3151,-888.9,0,155.8,0,0
16609,1/5/2016 22:23,4.662,81.8,0.3151,-888.9,0,155.8,0,0
16610,1/5/2016 22:33,4.558,82.2,0.3151,-888.9,0,155.8,0,0
16611,1/5/2016 22:43,4.454,82.7,0.3151,-888.9,0,155.8,0,0
16612,1/5/2016 22:53,4.35,83.5,0.3148,-888.9,0,155.8,0,0
16613,1/5/2016 23:03,4.246,83.9,0.3151,-888.9,0,155.8,0,0
16614,1/5/2016 23:13,4.194,83.7,0.3148,-888.9,0,155.8,0,0
16615,1/5/2016 23:23,4.011,84.9,0.3151,-888.9,0,155.8,0,0
16616,1/5/2016 23:33,3.958,85.4,0.3151,-888.9,0,155.8,0,0
16617,1/5/2016 23:43,3.958,85.4,0.3148,-888.9,0,155.8,0,0
16618,1/5/2016 23:53,3.932,85.9,0.3148,-888.9,0,155.8,0,0
16619,1/6/2016 0:03,3.854,86.2,0.3151,-888.9,0,155.8,0,0
16620,1/6/2016 0:13,3.801,87.2,0.3151,-888.9,0,155.8,0,0
16621,1/6/2016 0:23,3.854,88.5,0.3151,-888.9,0,139,0,1.7
16622,1/6/2016 0:33,3.696,88.7,0.3148,-888.9,0,71.6,0,3.38
16623,1/6/2016 0:43,3.67,88.2,0.3148,-888.9,0,71.6,0,0
16624,1/6/2016 0:53,3.722,88.4,0.3148,-888.9,0,71.6,0,0
16625,1/6/2016 1:03,3.485,89.1,0.3151,-888.9,0,71.6,0,0
16626,1/6/2016 1:13,3.591,88.9,0.3148,-888.9,0,71.6,0,0
16627,1/6/2016 1:23,3.538,88.9,0.3151,-888.9,0,71.6,0,0
16628,1/6/2016 1:33,3.591,88.9,0.3148,-888.9,0,71.6,0,0
16629,1/6/2016 1:43,3.643,88.1,0.3151,-888.9,0,71.6,0,0
16630,1/6/2016 1:53,3.591,88.2,0.3151,-888.9,0,71.6,0,0
16631,1/6/2016 2:03,3.38,88.7,0.3148,-888.9,0,71.6,0,0
16632,1/6/2016 2:13,3.274,89.1,0.3151,-888.9,0,71.6,0,0
16633,1/6/2016 2:23,3.168,89.5,0.3148,-888.9,0,71.6,0,0
16634,1/6/2016 2:33,3.009,90,0.3148,-888.9,0,71.6,0,0.56
16635,1/6/2016 2:43,2.557,90.4,0.3151,-888.9,0,71.6,0,0
16636,1/6/2016 2:53,1.751,92.2,0.3151,-888.9,0,71.6,0,0
16637,1/6/2016 3:03,1.697,93.1,0.3148,-888.9,0,129.2,0,1.12
16638,1/6/2016 3:13,1.453,92.7,0.3148,-888.9,0,143.2,0,0.56
16639,1/6/2016 3:23,1.425,93.5,0.3151,-888.9,0,144.6,0,1.12
16640,1/6/2016 3:33,2.074,94.1,0.3148,-888.9,0,148.8,0,0.56
16641,1/6/2016 3:43,2.557,92.9,0.3151,-888.9,0,148.8,0,0
16642,1/6/2016 3:53,2.477,92.6,0.3151,-888.9,0,148.8,0,0
16643,1/6/2016 4:03,1.94,93,0.3151,-888.9,0,148.8,0,0
16644,1/6/2016 4:13,1.615,93.6,0.3151,-888.9,0,148.8,0,0.56
16645,1/6/2016 4:23,1.317,94,0.3148,-888.9,0,148.8,0,0.56
16646,1/6/2016 4:33,1.153,94.3,0.3148,-888.9,0,148.8,0,0.56
16647,1/6/2016 4:43,0.467,95.4,0.3148,-888.9,0,150.2,0,1.7
16648,1/6/2016 4:53,1.153,94.4,0.3148,-888.9,0,154.4,0,1.12
16649,1/6/2016 5:03,0.55,95.5,0.3148,-888.9,0,154.4,0,1.12
16650,1/6/2016 5:13,0.577,94.7,0.3148,-888.9,0,155.8,0,1.7
16651,1/6/2016 5:23,1.071,92,0.3148,-888.9,0,161.5,0,0.56
16652,1/6/2016 5:33,1.994,85.9,0.3148,-888.9,0,176.9,0,1.7
16653,1/6/2016 5:43,1.425,86.9,0.3151,-888.9,0,179.7,0,1.7
16654,1/6/2016 5:53,0.467,91.1,0.3151,-888.9,0,160,0,1.7
16655,1/6/2016 6:03,0.715,89.7,0.3148,-888.9,0,158.6,0,2.26
16656,1/6/2016 6:13,0.079,91.8,0.3148,-888.9,0,168.5,0,2.26
16657,1/6/2016 6:23,-0.171,92.1,0.3148,-888.9,0,147.4,0,1.7
16658,1/6/2016 6:33,0.051,89.5,0.3148,-888.9,0,155.8,0,2.82
16659,1/6/2016 6:43,0.024,88.4,0.3148,-888.9,0,165.7,0,2.82
16660,1/6/2016 6:53,0.522,84.1,0.3151,-888.9,0,175.5,0,2.26
16661,1/6/2016 7:03,0.55,82.3,0.3151,-888.9,0,157.2,0,2.26
16662,1/6/2016 7:13,-0.171,85,0.3151,-888.9,0,161.5,0,2.82
16663,1/6/2016 7:23,-0.171,85.7,0.3148,-888.9,0,165.7,0,2.82
16664,1/6/2016 7:33,-0.311,87.2,0.3151,-888.9,0,168.5,0,1.7
16665,1/6/2016 7:43,0.163,85.9,0.3151,-888.9,0,174.1,0,2.26
16666,1/6/2016 7:53,0.079,86.6,0.3148,-888.9,0,168.5,0,2.26
16667,1/6/2016 8:03,0.079,86.8,0.3148,-888.9,0,168.5,0,2.26
16668,1/6/2016 8:13,0.024,88,0.3148,-888.9,0,160,0,1.7
16669,1/6/2016 8:23,0.962,84.7,0.3151,-888.9,0,165.7,0,1.12
16670,1/6/2016 8:33,1.398,84.7,0.3148,-888.9,0,165.7,0,0
16671,1/6/2016 8:43,1.371,86.3,0.3151,-888.9,0,165.7,0,1.12
16672,1/6/2016 8:53,1.262,88.6,0.3151,-888.9,0,165.7,0,0.56
16673,1/6/2016 9:03,1.994,88.5,0.3148,-888.9,0,165.7,0,0
16674,1/6/2016 9:13,6.23,78.3,0.3151,-888.9,0,198,0,2.26
16675,1/6/2016 9:23,7.192,74.5,0.3151,-888.9,0,315.9,0.56,3.38
16676,1/6/2016 9:33,7.469,74.5,0.3151,-888.9,0,349.6,0,3.94
16677,1/6/2016 9:43,6.382,75.4,0.3156,-888.9,0,320.1,0.56,4.5
16678,1/6/2016 9:53,6.153,77.2,0.3151,-888.9,0,346.8,0,2.82
16679,1/6/2016 10:03,5.154,80.6,0.3156,-888.9,0,7,0,2.82
16680,1/6/2016 10:13,5.076,81.4,0.3148,-888.9,0,8.4,0,1.12
16681,1/6/2016 10:23,4.999,84,0.3151,-888.9,0,332.7,0,2.82
16682,1/6/2016 10:33,4.947,84.7,0.3151,-888.9,0,344,0,2.82
16683,1/6/2016 10:43,5.128,86.4,0.3151,-888.9,0,349.6,0,1.7
16684,1/6/2016 10:53,5.719,85.6,0.3156,-888.9,0,353.8,0,2.26
16685,1/6/2016 11:03,6.255,84,0.3151,-888.9,0,355.2,0,3.38
16686,1/6/2016 11:13,8.866,76.8,0.3156,-888.9,0,355.2,0.56,3.94
16687,1/6/2016 11:23,9.608,72.4,0.316,-888.9,0,2.8,1.7,6.2
16688,1/6/2016 11:33,9.854,72.9,0.316,-888.9,0,353.8,2.26,6.76
16689,1/6/2016 11:43,9.879,70.9,0.316,-888.9,0,349.6,2.26,6.76
16690,1/6/2016 11:53,7.217,78.6,0.3156,-888.9,0,11.2,1.12,6.2
16691,1/6/2016 12:03,7.544,78.3,0.3156,-888.9,0,5.6,0,2.82
16692,1/6/2016 12:13,7.469,78.8,0.3151,-888.9,0,23.9,0.56,4.5
16693,1/6/2016 12:23,7.469,78.1,0.3151,-888.9,0,18.3,0.56,4.5
16694,1/6/2016 12:33,7.494,79,0.3151,-888.9,0,29.5,0.56,7.31
16695,1/6/2016 12:43,7.645,78,0.3148,-888.9,0,11.2,0.56,5.08
16696,1/6/2016 12:53,7.368,78.1,0.3151,-888.9,0,355.2,0,3.38
16697,1/6/2016 13:03,8.17,76,0.3151,-888.9,0,0,0,3.38
16698,1/6/2016 13:13,8.27,73.9,0.3151,-888.9,0,7,1.12,4.5
16699,1/6/2016 13:23,8.668,72.1,0.3151,-888.9,0,4.2,0.56,3.94
16700,1/6/2016 13:33,8.99,72,0.3151,-888.9,0,14,0.56,5.08
16701,1/6/2016 13:43,9.015,70.8,0.3151,-888.9,0,5.6,0.56,3.94
16702,1/6/2016 13:53,8.742,71.1,0.3151,-888.9,0,346.8,0.56,3.38
16703,1/6/2016 14:03,8.369,72.2,0.3148,-888.9,0,349.6,0.56,3.38
16704,1/6/2016 14:13,8.394,72.2,0.3151,-888.9,0,7,0,3.38
16705,1/6/2016 14:23,8.394,71.3,0.3148,-888.9,0,351,0,2.82
16706,1/6/2016 14:33,8.494,70.6,0.3148,-888.9,0,334.1,0,2.26
16707,1/6/2016 14:43,8.394,69.9,0.3148,-888.9,0,321.5,0,1.7
16708,1/6/2016 14:53,8.344,71,0.3148,-888.9,0,321.5,0,1.12
16709,1/6/2016 15:03,8.17,69.4,0.3148,-888.9,0,321.5,0,1.7
16710,1/6/2016 15:13,8.344,68.3,0.3148,-888.9,0,321.5,0,2.26
16711,1/6/2016 15:23,8.394,69.1,0.3148,-888.9,0,321.5,0,0
16712,1/6/2016 15:33,7.92,69.1,0.3148,-888.9,0,321.5,0,1.12
16713,1/6/2016 15:43,7.87,69.5,0.3148,-888.9,0,324.3,0,0
16714,1/6/2016 15:53,7.72,69.3,0.3148,-888.9,0,324.3,0,0
16715,1/6/2016 16:03,7.569,69.7,0.3148,-888.9,0,324.3,0,0.56
16716,1/6/2016 16:13,7.393,72,0.3148,-888.9,0,324.3,0,0
16717,1/6/2016 16:23,7.167,74.2,0.3148,-888.9,0,324.3,0,0
16718,1/6/2016 16:33,6.914,74.9,0.3144,-888.9,0,324.3,0,0
16719,1/6/2016 16:43,6.788,75.7,0.3144,-888.9,0,324.3,0,0
16720,1/6/2016 16:53,6.585,77.8,0.3148,-888.9,0,324.3,0,0
16721,1/6/2016 17:03,6.535,77.1,0.3144,-888.9,0,322.9,0,0
16722,1/6/2016 17:13,6.458,76.9,0.3144,-888.9,0,322.9,0,0
16723,1/6/2016 17:23,6.433,76,0.3148,-888.9,0,286.4,0,0.56
16724,1/6/2016 17:33,6.102,78.8,0.3144,-888.9,0,244.3,0,0
16725,1/6/2016 17:43,6.102,77.6,0.3144,-888.9,0,207.8,0,0.56
16726,1/6/2016 17:53,6.026,79.4,0.3144,-888.9,0,182.5,0,0
16727,1/6/2016 18:03,6,78.7,0.3144,-888.9,0,182.5,0,0
16728,1/6/2016 18:13,5.796,79.5,0.3144,-888.9,0,182.5,0,0
16729,1/6/2016 18:23,5.591,81,0.3144,-888.9,0,182.5,0,1.12
16730,1/6/2016 18:33,5.462,81.9,0.3144,-888.9,0,181.1,0,0
16731,1/6/2016 18:43,5.462,81.9,0.3144,-888.9,0,181.1,0,0
16732,1/6/2016 18:53,5.385,81.9,0.3148,-888.9,0,181.1,0,0
16733,1/6/2016 19:03,5.154,82.4,0.3144,-888.9,0,179.7,0,0.56
16734,1/6/2016 19:13,4.792,84.1,0.3144,-888.9,0,179.7,0,0
16735,1/6/2016 19:23,4.74,84.5,0.3148,-888.9,0,174.1,0,1.12
16736,1/6/2016 19:33,4.714,84.1,0.3144,-888.9,0,167.1,0,0.56
16737,1/6/2016 19:43,4.376,85.3,0.3148,-888.9,0,168.5,0,0.56
16738,1/6/2016 19:53,4.194,86.1,0.3144,-888.9,0,164.3,0,1.7
16739,1/6/2016 20:03,4.089,86.5,0.3144,-888.9,0,162.9,0,0.56
16740,1/6/2016 20:13,4.22,86,0.3144,-888.9,0,164.3,0,0
16741,1/6/2016 20:23,4.584,85,0.3148,-888.9,0,164.3,0,0
16742,1/6/2016 20:33,4.35,86.5,0.3144,-888.9,0,164.3,0,0.56
16743,1/6/2016 20:43,4.61,85.7,0.3144,-888.9,0,164.3,0,0
16744,1/6/2016 20:53,4.584,86.5,0.3148,-888.9,0,164.3,0,0
16745,1/6/2016 21:03,4.688,86.6,0.3148,-888.9,0,164.3,0,0
16746,1/6/2016 21:13,4.766,87.2,0.3148,-888.9,0,164.3,0,0
16747,1/6/2016 21:23,4.766,87.5,0.3148,-888.9,0,164.3,0,0
16748,1/6/2016 21:33,4.895,87.4,0.3148,-888.9,0,164.3,0,0
16749,1/6/2016 21:43,4.818,87.9,0.3148,-888.9,0,164.3,0,0
16750,1/6/2016 21:53,4.688,88.8,0.3148,-888.9,0,164.3,0,0
16751,1/6/2016 22:03,4.636,88.9,0.3144,-888.9,0,164.3,0,0
16752,1/6/2016 22:13,4.714,88.8,0.3148,-888.9,0,164.3,0,0
16753,1/6/2016 22:23,4.636,89.3,0.3148,-888.9,0,164.3,0,0
16754,1/6/2016 22:33,4.61,89.5,0.3148,-888.9,0,164.3,0,0
16755,1/6/2016 22:43,4.61,89.7,0.3148,-888.9,0,164.3,0,0
16756,1/6/2016 22:53,4.74,89.3,0.3148,-888.9,0,164.3,0,0
16757,1/6/2016 23:03,4.869,87.5,0.3144,-888.9,0,164.3,0,0
16758,1/6/2016 23:13,4.844,88.2,0.3148,-888.9,0,164.3,0,0
16759,1/6/2016 23:23,4.766,89.1,0.3148,-888.9,0,164.3,0,0
16760,1/6/2016 23:33,4.844,89.1,0.3148,-888.9,0,164.3,0,0
16761,1/6/2016 23:43,4.662,89.8,0.3148,-888.9,0,164.3,0,0
16762,1/6/2016 23:53,4.61,89.9,0.3148,-888.9,0,164.3,0,0
16763,1/7/2016 0:03,4.506,90.6,0.3148,-888.9,0,164.3,0,0
16764,1/7/2016 0:13,4.454,90.9,0.3148,-888.9,0,164.3,0,0
16765,1/7/2016 0:23,4.298,91.3,0.3148,-888.9,0,164.3,0,0
16766,1/7/2016 0:33,4.168,92.1,0.3148,-888.9,0,164.3,0,0
16767,1/7/2016 0:43,4.272,92,0.3144,-888.9,0,164.3,0,0
16768,1/7/2016 0:53,4.115,92,0.3144,-888.9,0,164.3,0,0
16769,1/7/2016 1:03,4.089,92.5,0.3148,-888.9,0,164.3,0,0
16770,1/7/2016 1:13,4.037,92.4,0.3148,-888.9,0,164.3,0,0
16771,1/7/2016 1:23,4.063,92.6,0.3148,-888.9,0,164.3,0,0
16772,1/7/2016 1:33,4.011,92.3,0.3144,-888.9,0,164.3,0,0
16773,1/7/2016 1:43,3.958,92.8,0.3144,-888.9,0,164.3,0,0
16774,1/7/2016 1:53,4.037,92.8,0.3148,-888.9,0,164.3,0,0
16775,1/7/2016 2:03,3.958,92.9,0.3148,-888.9,0,164.3,0,0
16776,1/7/2016 2:13,3.958,93.1,0.3148,-888.9,0,164.3,0,0
16777,1/7/2016 2:23,3.932,93.5,0.3148,-888.9,0,164.3,0,0
16778,1/7/2016 2:33,3.749,93.5,0.3148,-888.9,0,164.3,0,0
16779,1/7/2016 2:43,3.775,93.4,0.3144,-888.9,0,164.3,0,0
16780,1/7/2016 2:53,3.88,93.4,0.3148,-888.9,0,164.3,0,0
16781,1/7/2016 3:03,4.011,93.4,0.3148,-888.9,0,164.3,0,0
16782,1/7/2016 3:13,4.194,93.2,0.3148,-888.9,0,164.3,0,0.56
16783,1/7/2016 3:23,4.141,92.8,0.3148,-888.9,0,164.3,0,0
16784,1/7/2016 3:33,4.115,93.1,0.3148,-888.9,0,164.3,0,0
16785,1/7/2016 3:43,4.194,92.5,0.3148,-888.9,0,164.3,0,0
16786,1/7/2016 3:53,4.089,93,0.3148,-888.9,0,164.3,0,0
16787,1/7/2016 4:03,4.037,92.9,0.3148,-888.9,0,164.3,0,0
16788,1/7/2016 4:13,3.906,93.5,0.3148,-888.9,0,164.3,0,0
16789,1/7/2016 4:23,3.906,93.9,0.3148,-888.9,0,164.3,0,0
16790,1/7/2016 4:33,3.722,94.1,0.3148,-888.9,0,164.3,0,0
16791,1/7/2016 4:43,3.696,94.4,0.3148,-888.9,0,164.3,0,0
16792,1/7/2016 4:53,3.696,94.4,0.3148,-888.9,0,164.3,0,0
16793,1/7/2016 5:03,3.617,94.5,0.3148,-888.9,0,164.3,0,0
16794,1/7/2016 5:13,3.643,94.6,0.3148,-888.9,0,164.3,0,0
16795,1/7/2016 5:23,3.67,94.9,0.3148,-888.9,0,164.3,0,0
16796,1/7/2016 5:33,3.801,94.1,0.3148,-888.9,0,164.3,0,0
16797,1/7/2016 5:43,3.696,94.4,0.3144,-888.9,0,164.3,0,0
16798,1/7/2016 5:53,3.775,94.5,0.3148,-888.9,0,164.3,0,0
16799,1/7/2016 6:03,3.801,94.4,0.3148,-888.9,0,164.3,0,0
16800,1/7/2016 6:13,4.037,93.4,0.3148,-888.9,0,165.7,0,0.56
16801,1/7/2016 6:23,3.749,94.1,0.3148,-888.9,0,165.7,0,0
16802,1/7/2016 6:33,3.775,94.5,0.3148,-888.9,0,165.7,0,0
16803,1/7/2016 6:43,3.985,93.6,0.3148,-888.9,0,165.7,0,0
16804,1/7/2016 6:53,3.749,94.1,0.3148,-888.9,0,165.7,0,0.56
16805,1/7/2016 7:03,3.67,94.8,0.3148,-888.9,0,165.7,0,0
16806,1/7/2016 7:13,3.906,93.9,0.3148,-888.9,0,165.7,0,0
16807,1/7/2016 7:23,3.88,93.7,0.3148,-888.9,0,165.7,0,0
16808,1/7/2016 7:33,4.194,91.9,0.3148,-888.9,0,165.7,0,0
16809,1/7/2016 7:43,4.272,91.1,0.3148,-888.9,0,165.7,0,0
16810,1/7/2016 7:53,4.272,92.6,0.3148,-888.9,0,165.7,0,0
16811,1/7/2016 8:03,4.506,92.4,0.3148,-888.9,0,165.7,0,0
16812,1/7/2016 8:13,4.818,90.4,0.3148,-888.9,0,165.7,0,0
16813,1/7/2016 8:23,5.179,86.4,0.3148,-888.9,0,165.7,0,0
16814,1/7/2016 8:33,5.437,84.8,0.3148,-888.9,0,165.7,0,0
16815,1/7/2016 8:43,5.205,80.7,0.3148,-888.9,0,164.3,0,0
16816,1/7/2016 8:53,5.334,81.2,0.3151,-888.9,0,164.3,0,0
16817,1/7/2016 9:03,5.539,79.6,0.3148,-888.9,0,164.3,0,0
16818,1/7/2016 9:13,5.591,84.8,0.3148,-888.9,0,66,0.56,3.94
16819,1/7/2016 9:23,5.872,84.6,0.3148,-888.9,0,71.6,0.56,3.94
16820,1/7/2016 9:33,6.179,81.2,0.3148,-888.9,0,91.3,0,1.7
16821,1/7/2016 9:43,6.179,84.4,0.3148,-888.9,0,91.3,0,1.12
16822,1/7/2016 9:53,6.56,82.2,0.3151,-888.9,0,89.9,0,0
16823,1/7/2016 10:03,6.712,82.3,0.3151,-888.9,0,30.9,0,1.12
16824,1/7/2016 10:13,7.217,81.3,0.3151,-888.9,0,28.1,0,2.26
16825,1/7/2016 10:23,6.94,82,0.3148,-888.9,0,29.5,0,1.7
16826,1/7/2016 10:33,7.041,80.6,0.3151,-888.9,0,29.5,0,0
16827,1/7/2016 10:43,7.041,79.3,0.3148,-888.9,0,29.5,0,1.12
16828,1/7/2016 10:53,7.82,77.4,0.3151,-888.9,0,29.5,0,0.56
16829,1/7/2016 11:03,7.469,75.7,0.3148,-888.9,0,30.9,0,1.7
16830,1/7/2016 11:13,7.393,77.3,0.3151,-888.9,0,39.3,0,2.82
16831,1/7/2016 11:23,7.544,77.9,0.3148,-888.9,0,39.3,0,1.7
16832,1/7/2016 11:33,7.645,76.8,0.3148,-888.9,0,0,0,1.12
16833,1/7/2016 11:43,7.645,75.3,0.3148,-888.9,0,1.4,0,2.82
16834,1/7/2016 11:53,7.619,74.1,0.3148,-888.9,0,36.5,0,1.7
16835,1/7/2016 12:03,7.97,73.8,0.3148,-888.9,0,33.7,0,1.7
16836,1/7/2016 12:13,7.895,74.9,0.3151,-888.9,0,22.5,0,0.56
16837,1/7/2016 12:23,7.97,75,0.3148,-888.9,0,22.5,0,1.7
16838,1/7/2016 12:33,8.095,74.7,0.3148,-888.9,0,22.5,0,1.7
16839,1/7/2016 12:43,8.045,73.3,0.3148,-888.9,0,15.4,0,0
16840,1/7/2016 12:53,8.593,70.3,0.3148,-888.9,0,8.4,0,1.7
16841,1/7/2016 13:03,8.543,70,0.3148,-888.9,0,0,0,0
16842,1/7/2016 13:13,8.394,69.6,0.3148,-888.9,0,0,0,0
16843,1/7/2016 13:23,8.095,69.6,0.3148,-888.9,0,0,0,0
16844,1/7/2016 13:33,8.07,70,0.3148,-888.9,0,0,0,0.56
16845,1/7/2016 13:43,8.02,69.1,0.3148,-888.9,0,0,0,1.12
16846,1/7/2016 13:53,8.045,68,0.3148,-888.9,0,0,0,0
16847,1/7/2016 14:03,8.045,68.2,0.3148,-888.9,0,0,0,0
16848,1/7/2016 14:13,8.295,67.6,0.3148,-888.9,0,0,0,0
16849,1/7/2016 14:23,8.245,64.3,0.3144,-888.9,0,0,0,0
16850,1/7/2016 14:33,8.195,64.1,0.3148,-888.9,0,0,0,0
16851,1/7/2016 14:43,8.045,64.3,0.3148,-888.9,0,0,0,0
16852,1/7/2016 14:53,8.045,63.4,0.3148,-888.9,0,0,0,0
16853,1/7/2016 15:03,8.045,64.2,0.3144,-888.9,0,0,0,0
16854,1/7/2016 15:13,7.97,66.3,0.3148,-888.9,0,0,0,0
16855,1/7/2016 15:23,7.67,70,0.3144,-888.9,0,0,0,0
16856,1/7/2016 15:33,7.519,68.3,0.3148,-888.9,0,0,0,0
16857,1/7/2016 15:43,7.519,71.9,0.3144,-888.9,0,0,0,0
16858,1/7/2016 15:53,7.419,72.8,0.3148,-888.9,0,0,0,0
16859,1/7/2016 16:03,7.268,74.4,0.3144,-888.9,0,0,0,0
16860,1/7/2016 16:13,7.116,75.6,0.3148,-888.9,0,0,0,0
16861,1/7/2016 16:23,6.914,78,0.3144,-888.9,0,0,0,0
16862,1/7/2016 16:33,6.737,78.9,0.3144,-888.9,0,0,0,0
16863,1/7/2016 16:43,6.509,79,0.3144,-888.9,0,0,0,0
16864,1/7/2016 16:53,6.458,77,0.3144,-888.9,0,0,0,0
16865,1/7/2016 17:03,6.306,76.4,0.3148,-888.9,0,0,0,0
16866,1/7/2016 17:13,6,77.7,0.3144,-888.9,0,0,0,0
16867,1/7/2016 17:23,5.847,78.4,0.3148,-888.9,0,0,0,0
16868,1/7/2016 17:33,5.693,78.6,0.3148,-888.9,0,0,0,0.56
16869,1/7/2016 17:43,5.565,79.6,0.3144,-888.9,0,0,0,0.56
16870,1/7/2016 17:53,5.514,79.5,0.3148,-888.9,0,7,0,2.26
16871,1/7/2016 18:03,5.411,79.7,0.3144,-888.9,0,158.6,0,1.12
